time,linear_x,linear_y,linear_z,angular_x,angular_y,angular_z
12.67447829246521,0.5,0.0,0.0,0.0,0.0,0.0
15.10338807106018,-0.5,0.0,0.0,0.0,0.0,-1.0
19.688387870788574,0.0,0.0,0.0,0.0,0.0,-1.0
21.049450159072876,0.5,0.0,0.0,0.0,0.0,0.0
22.641790866851807,-0.5,0.0,0.0,0.0,0.0,-1.0
25.437129497528076,0.0,0.0,0.0,0.0,0.0,0.0
